"expediente","tipo","objeto","estado","importe","fechas","url"
"676.17","Suministros","Adquisición de un sistema de cromatografía de gases-espectrometría de masas de alta resolución GC Q-EXACTIVE ORBITRAP para su aplicación en seguridad alimentaria y control ambiental.","Resuelta","399.999,00","Publicación PLACSP:
Adjudicación:29/11/2017
Formalización:29/11/2017
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=14uld9%2FQcFkQK2TEfXGy%2BA%3D%3D"
"679.17","Suministros","Contratación de Licencia Campus de Mathematica para la Universidad de Almería ","Resuelta","62.279,79","Publicación PLACSP:
Adjudicación:11/10/2017
Formalización:11/10/2017
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=N7ivKjNoc%2BwQK2TEfXGy%2BA%3D%3D"
"677.17","Suministros","Adquisición de un coche  modelo “todo caminos”","Resuelta","21.000,00","Publicación PLACSP:
Adjudicación:13/12/2017
Formalización:13/12/2017
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=wFG%2FsHfWyMsQK2TEfXGy%2BA%3D%3D"
"673.17","Suministros","Suministro de mobiliario (mesas y sillas) para las aulas de la Universidad de Almería","Resuelta","786.458,68","Publicación PLACSP:
Adjudicación:01/12/2017
Formalización:01/12/2017
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=77kCeMVyO3YQK2TEfXGy%2BA%3D%3D"
"666.16","Servicios","Servicios de recogida, manipulación, entrega de envíos postales y notificaciones y de la ordenación y retorno de información de los justificantes de recepción de la Universidad de Almería","Resuelta","62.000,00","Publicación PLACSP:
Adjudicación:01/12/2017
Formalización:12/01/2018
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=0RLFJw145q4QK2TEfXGy%2BA%3D%3D"
"667.16","Servicios","Servicio de soporte para el equipamiento de Hewlett Packard de la Universidad de Almería","Resuelta","50.000,00","Publicación PLACSP:
Adjudicación:21/09/2017
Formalización:20/01/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=XRthxLH3vAIQK2TEfXGy%2BA%3D%3D"
"674.17","Suministros","Adquisición de una berlina de representación ","Resuelta","43.390,00","Publicación PLACSP:
Adjudicación:20/01/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=2SyKqpgAjfEQK2TEfXGy%2BA%3D%3D"
"671.17","Servicios","Prestación del servicio de soporte de OCU denominado “Servicios Gestionados” para el mantenimiento de los sistemas y el software de Universitas XXI en la Universidad de Almería.","Resuelta","55.552,20","Publicación PLACSP:
Adjudicación:10/11/2017
Formalización:20/01/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=PvzugPL9fjYQK2TEfXGy%2BA%3D%3D"
"669.17","Servicios","Prestación del servicio de trabajos de impresión y encuadernación sostenible de libros (Ecoedición)","Resuelta","59.000,00","Publicación PLACSP:
Adjudicación:10/11/2017
Formalización:10/11/2017
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=vqJbRgeEjHoQK2TEfXGy%2BA%3D%3D"
"670.17","Servicios","Prestación de los servicios externos para el asesoramiento científico y el diseño de estrategias de muestreo social en el marco del Proyecto Life The Green Link (LIFE15 CCA/ES/000125)","Resuelta","36.000,00","Publicación PLACSP:
Adjudicación:02/11/2017
Formalización:02/11/2017
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=vkwybo5uIzIQK2TEfXGy%2BA%3D%3D"
"664.16","Suministros","Adquisición de un Sistema para el Autopréstamo de dispositivos electrónicos (portátiles, ebooks, tablets, etc)","Resuelta","40.092,00","Publicación PLACSP:
Adjudicación:01/03/2017
Formalización:02/11/2017
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=5KtyqWtlqpoQK2TEfXGy%2BA%3D%3D"
"662.16","Suministros","Adquisición del sistema de espectroscopia funcional de infrarrojo cercano modelo NIRSport de la marca NIRx","Resuelta","20.000,00","Publicación PLACSP:
Adjudicación:11/10/2017
Formalización:11/10/2017
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=JMuaRrMkjOIQK2TEfXGy%2BA%3D%3D"
"663.16","Servicios","Prestación del servicio integral de limpieza y servicio de mudanzas en las dependencias de la Universidad de Almería","Resuelta","7.779.304,00","Publicación PLACSP:
Desistimiento:20/01/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Vmp7SpVVVI8QK2TEfXGy%2BA%3D%3D"
"659.16","Servicios","Mejora genética de la polinización y el cuajado del fruto como alternativas al uso de hormonas sintéticas en calabacín (Financiación: Consejería de Economía y Conocimiento de la Junta de Andalucía 100%)","Resuelta","28.000,00","Publicación PLACSP:
Adjudicación:16/05/2017
Formalización:21/06/2017
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=85TG%2FAZYB1QQK2TEfXGy%2BA%3D%3D"
"658.16","Suministros","Adquisición de diverso mobiliario (mesas y sillería) y luminarias para la Biblioteca de la Universidad de Almería.","Resuelta","130.765,00","Publicación PLACSP:
Adjudicación:10/02/2017
Formalización:19/06/2017
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=F0bvlLfhXioQK2TEfXGy%2BA%3D%3D"
"649.16","Servicios","Prestación del servicio integral de limpieza y servicio de mudanzas en las dependencias de la Universidad de Almería","Anulada","7.603.304,00","","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=gt8CAHCcgj0QK2TEfXGy%2BA%3D%3D"
"650.16","Servicios","Prestación del servicio integral de seguridad de la Universidad de Almería","Resuelta","2.247.936,00","Publicación PLACSP:
Desistimiento:20/01/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=ihOqwnrn%2BooQK2TEfXGy%2BA%3D%3D"
"652.16","Servicios","Prestación de los servicios de gestión y mantenimiento de redes sociales de la Universidad de Almería","Resuelta","7.205,00","Publicación PLACSP:
Adjudicación:03/11/2017
Formalización:03/11/2017
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=jhrQSoQr1JwQK2TEfXGy%2BA%3D%3D"
"653.16","Servicios","Prestación de los servicios de redacción y comunicación en el Gabinete de Comunicación de la Universidad de Almería","Resuelta","18.007,00","Publicación PLACSP:
Adjudicación:29/03/2022
Formalización:29/03/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=L%2F2lR7H385gQK2TEfXGy%2BA%3D%3D"
"646.16","Servicios","Prestación del servicio de mantenimiento a todo riesgo de los ascensores instalados en la Universidad de Almería y del suministro e instalación de dos ascensores en el Edificio de Humanidades II y en el Centro de Atención al Estudiante","Resuelta","123.000,00","Publicación PLACSP:
Adjudicación:10/11/2017
Formalización:20/01/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=%2F1BqMMofI5sQK2TEfXGy%2BA%3D%3D"
"647.16","Suministros","Suministro de Licencia Campus Extendida + OBIEE de Oracle para la Universidad de Almería","Resuelta","68.192,64","Publicación PLACSP:
Adjudicación:26/05/2016
Formalización:20/01/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=gAlaQCRi5dgQK2TEfXGy%2BA%3D%3D"
"642.15","Servicios","Servicio de soporte para diverso equipamiento de HP de la Universidad de Almería","Resuelta","51.836,91","Publicación PLACSP:
Desistimiento:20/01/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Pxwg5WvhPusQK2TEfXGy%2BA%3D%3D"
"621.15","Servicios","Acuerdo Marco para la prestación del servicio de agencia de viajes de la Universidad de Almería","Resuelta","1.652.892,50","Publicación PLACSP:
Adjudicación:09/09/2016
Formalización:03/11/2016
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=YDavT0aAZN8QK2TEfXGy%2BA%3D%3D"
"38408","Suministros","Suministro de diverso equipamiento destinado al Edificio CITIC 1ª Fase de la Universidad de Almería","Resuelta","132.246,11","Publicación PLACSP:
Adjudicación:14/03/2016
Formalización:14/03/2016
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=JgG5Ff5ni7w%3D"
